userName,content,score,at,label_num,label,text_Clean,text_Normalization,text_StopWord,text_Tokenization,text_Stemmindo,text_String
Pengguna Google,good😎,5,2025-04-09 05:24:36,1,positive,good,good,good,['good'],['good'],good
Pengguna Google,"haha kapok, pesan mkn pakai app ini sangat tidak membantu.",1,2025-04-09 05:21:01,-1,negative,haha kapok pesan mkn pakai app ini sangat tidak membantu,haha kapok pesan mkn pakai app ini sangat tidak membantu,haha kapok pesan mkn pakai app membantu,"['haha', 'kapok', 'pesan', 'mkn', 'pakai', 'app', 'membantu']","['haha', 'kapok', 'pesan', 'mkn', 'pakai', 'app', 'bantu']",haha kapok pesan pakai bantu
Pengguna Google,aplikasi ngebug terus kapan sih diperbaiki,3,2025-04-09 05:14:13,0,neutral,aplikasi ngebug terus kapan sih diperbaiki,aplikasi ngebug terus kapan sih diperbaiki,aplikasi ngebug diperbaiki,"['aplikasi', 'ngebug', 'diperbaiki']","['aplikasi', 'ngebug', 'baik']",aplikasi ngebug baik
Pengguna Google,sukses selalu buat gojek indonesia.selalu memberikan kenyamanan .dan yang selalu memberikan harga promo,5,2025-04-09 05:09:05,1,positive,sukses selalu buat gojek indonesia selalu memberikan kenyamanan dan yang selalu memberikan harga promo,sukses selalu buat gojek indonesia selalu memberikan kenyamanan dan yang selalu memberikan harga promo,sukses gojek indonesia kenyamanan harga promo,"['sukses', 'gojek', 'indonesia', 'kenyamanan', 'harga', 'promo']","['sukses', 'gojek', 'indonesia', 'nyaman', 'harga', 'promo']",sukses gojek indonesia nyaman harga promo
Pengguna Google,best,5,2025-04-09 05:08:51,1,positive,best,best,best,['best'],['best'],best
Pengguna Google,lumayan lahhh,5,2025-04-09 05:02:22,1,positive,lumayan lahhh,lumayan lahhh,lumayan lahhh,"['lumayan', 'lahhh']","['lumayan', 'lahhh']",lumayan lahhh
Pengguna Google,sangat membantu,5,2025-04-09 04:58:20,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,👍👍👍👍👍,5,2025-04-09 04:53:35,1,positive,,,,[],[],
Pengguna Google,Apk nya kenapa sie? masa baru instal udh di suruh update terus? Padahal jaringan lancar jaya,2,2025-04-09 04:51:56,-1,negative,apk nya kenapa sie masa baru instal udh di suruh update terus padahal jaringan lancar jaya,apk nya kenapa sie masa baru instal sudah di suruh update terus padahal jaringan lancar jaya,apk sie instal suruh update jaringan lancar jaya,"['apk', 'sie', 'instal', 'suruh', 'update', 'jaringan', 'lancar', 'jaya']","['apk', 'sie', 'instal', 'suruh', 'update', 'jaring', 'lancar', 'jaya']",instal suruh update jaring lancar jaya
Pengguna Google,"gopay later dan gopay pinjam limit besar tiba2 diblokir... jangan kan telat bayar, belum jatuh tempo pun uda di bayar lunas... 👎",1,2025-04-09 04:47:49,-1,negative,gopay later dan gopay pinjam limit besar tiba2 diblokir jangan kan telat bayar belum jatuh tempo pun uda di bayar lunas,gopay later dan gopay pinjam limit besar tiba2 diblokir jangan kan telat bayar belum jatuh tempo pun uda di bayar lunas,gopay later gopay pinjam limit tiba2 diblokir telat bayar jatuh tempo uda bayar lunas,"['gopay', 'later', 'gopay', 'pinjam', 'limit', 'tiba2', 'diblokir', 'telat', 'bayar', 'jatuh', 'tempo', 'uda', 'bayar', 'lunas']","['gopay', 'later', 'gopay', 'pinjam', 'limit', 'tiba2', 'blokir', 'telat', 'bayar', 'jatuh', 'tempo', 'uda', 'bayar', 'lunas']",gopay later gopay pinjam limit tiba2 blokir telat bayar jatuh tempo bayar lunas
Pengguna Google,"nyaman,cepat,ramah",5,2025-04-09 04:45:43,1,positive,nyaman cepat ramah,nyaman cepat ramah,nyaman cepat ramah,"['nyaman', 'cepat', 'ramah']","['nyaman', 'cepat', 'ramah']",nyaman cepat ramah
Pengguna Google,Promo GoRide dan GoCart tolong diperbanyak,5,2025-04-09 04:44:04,1,positive,promo goride dan gocart tolong diperbanyak,promo goride dan gocart tolong diperbanyak,promo goride gocart tolong diperbanyak,"['promo', 'goride', 'gocart', 'tolong', 'diperbanyak']","['promo', 'goride', 'gocart', 'tolong', 'banyak']",promo goride gocart tolong banyak
Pengguna Google,driver nya ramah dan sopan,5,2025-04-09 04:40:02,1,positive,driver nya ramah dan sopan,driver nya ramah dan sopan,driver ramah sopan,"['driver', 'ramah', 'sopan']","['driver', 'ramah', 'sopan']",driver ramah sopan
Pengguna Google,Gatel amat mba😤,1,2025-04-09 04:26:09,-1,negative,gatel amat mba,gatel amat mba,gatel mba,"['gatel', 'mba']","['gatel', 'mba']",gatel
Pengguna Google,luar biasa,5,2025-04-09 04:25:45,1,positive,luar biasa,luar biasa,,[],[],
Pengguna Google,"driver terlalu jauh penjeputanya, aplikasi aneh, driver yg dekat ga di kasih job kah?",1,2025-04-09 04:24:49,-1,negative,driver terlalu jauh penjeputanya aplikasi aneh driver yg dekat ga di kasih job kah,driver terlalu jauh penjeputanya aplikasi aneh driver yang dekat tidak di kasih job kah,driver penjeputanya aplikasi aneh driver kasih job kah,"['driver', 'penjeputanya', 'aplikasi', 'aneh', 'driver', 'kasih', 'job', 'kah']","['driver', 'penjeputanya', 'aplikasi', 'aneh', 'driver', 'kasih', 'job', 'kah']",driver penjeputanya aplikasi aneh driver kasih
Pengguna Google,"Ceo gojek maupun aplikator tidak peduli dengan fitur ekonomis Rp.5500 yg diterima driver Rp.2000 emang cukup ya Rp.2000 beli bensin bisa 20 oderan kalo cukup aplikator turun dong kelapangan jngn didalm kantor pakai ac kalian harus mengerasai ,Nnti paling dijwab terima kasih atas ulasanmu dan mohon maaf untuk kendalanya. Laporan yg kmu sampaikan akan menjadi masukan(kta yg diulang)",1,2025-04-09 04:24:31,-1,negative,ceo gojek maupun aplikator tidak peduli dengan fitur ekonomis rp 5500 yg diterima driver rp 2000 emang cukup ya rp 2000 beli bensin bisa 20 oderan kalo cukup aplikator turun dong kelapangan jngn didalm kantor pakai ac kalian harus mengerasai nnti paling dijwab terima kasih atas ulasanmu dan mohon maaf untuk kendalanya laporan yg kmu sampaikan akan menjadi masukan kta yg diulang,ceo gojek maupun aplikator tidak peduli dengan fitur ekonomis rp 5500 yang diterima driver rp 2000 memang cukup ya rp 2000 beli bensin bisa 20 oderan kalau cukup aplikator turun dong kelapangan jngn didalm kantor pakai ac kalian harus mengerasai nnti paling dijwab terima kasih atas ulasanmu dan mohon maaf untuk kendalanya laporan yang kmu sampaikan akan menjadi masukan kta yang diulang,ceo gojek aplikator peduli fitur ekonomis rp 5500 diterima driver rp 2000 ya rp 2000 beli bensin 20 oderan aplikator turun kelapangan jngn didalm kantor pakai ac mengerasai nnti dijwab terima kasih ulasanmu mohon maaf kendalanya laporan kmu masukan kta diulang,"['ceo', 'gojek', 'aplikator', 'peduli', 'fitur', 'ekonomis', 'rp', '5500', 'diterima', 'driver', 'rp', '2000', 'ya', 'rp', '2000', 'beli', 'bensin', '20', 'oderan', 'aplikator', 'turun', 'kelapangan', 'jngn', 'didalm', 'kantor', 'pakai', 'ac', 'mengerasai', 'nnti', 'dijwab', 'terima', 'kasih', 'ulasanmu', 'mohon', 'maaf', 'kendalanya', 'laporan', 'kmu', 'masukan', 'kta', 'diulang']","['ceo', 'gojek', 'aplikator', 'peduli', 'fitur', 'ekonomis', 'rp', '5500', 'terima', 'driver', 'rp', '2000', 'ya', 'rp', '2000', 'beli', 'bensin', '20', 'oderan', 'aplikator', 'turun', 'lapang', 'jngn', 'didalm', 'kantor', 'pakai', 'ac', 'rasai', 'nnti', 'dijwab', 'terima', 'kasih', 'ulas', 'mohon', 'maaf', 'kendala', 'lapor', 'kmu', 'masuk', 'kta', 'ulang']",gojek aplikator peduli fitur ekonomis 5500 terima driver 2000 2000 beli bensin oderan aplikator turun lapang jngn didalm kantor pakai rasai nnti dijwab terima kasih ulas mohon maaf kendala lapor masuk ulang
Pengguna Google,sangat membantu,5,2025-04-09 04:18:29,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,"sangat membantu,harga murah",5,2025-04-09 04:09:45,1,positive,sangat membantu harga murah,sangat membantu harga murah,membantu harga murah,"['membantu', 'harga', 'murah']","['bantu', 'harga', 'murah']",bantu harga murah
Pengguna Google,keren,5,2025-04-09 04:08:42,1,positive,keren,keren,keren,['keren'],['keren'],keren
Pengguna Google,mempermudah urusan bepergian untuk jarak pendek sampai menengah,5,2025-04-09 04:08:22,1,positive,mempermudah urusan bepergian untuk jarak pendek sampai menengah,mempermudah urusan bepergian untuk jarak pendek sampai menengah,mempermudah urusan bepergian jarak pendek menengah,"['mempermudah', 'urusan', 'bepergian', 'jarak', 'pendek', 'menengah']","['mudah', 'urus', 'pergi', 'jarak', 'pendek', 'tengah']",mudah urus pergi jarak pendek tengah
Pengguna Google,membantu apalagi kalau tarifnya murah terus,5,2025-04-09 04:03:45,1,positive,membantu apalagi kalau tarifnya murah terus,membantu apalagi kalau tarifnya murah terus,membantu tarifnya murah,"['membantu', 'tarifnya', 'murah']","['bantu', 'tarif', 'murah']",bantu tarif murah
Pengguna Google,keren cepet banget Dateng nya,5,2025-04-09 03:54:51,1,positive,keren cepet banget dateng nya,keren cepet banget dateng nya,keren cepet banget dateng,"['keren', 'cepet', 'banget', 'dateng']","['keren', 'cepet', 'banget', 'dateng']",keren cepet banget dateng
Pengguna Google,Okee,5,2025-04-09 03:50:39,1,positive,okee,okee,okee,['okee'],['okee'],okee
Pengguna Google,dengan semua urusan aman terkendali,5,2025-04-09 03:50:30,1,positive,dengan semua urusan aman terkendali,dengan semua urusan aman terkendali,urusan aman terkendali,"['urusan', 'aman', 'terkendali']","['urus', 'aman', 'kendali']",urus aman kendali
Pengguna Google,alus,5,2025-04-09 03:30:05,1,positive,alus,alus,alus,['alus'],['alus'],alus
Pengguna Google,cepat nyaman murah,5,2025-04-09 03:22:30,1,positive,cepat nyaman murah,cepat nyaman murah,cepat nyaman murah,"['cepat', 'nyaman', 'murah']","['cepat', 'nyaman', 'murah']",cepat nyaman murah
Pengguna Google,oke ada paket hemat,5,2025-04-09 03:16:08,1,positive,oke ada paket hemat,oke ada paket hemat,oke paket hemat,"['oke', 'paket', 'hemat']","['oke', 'paket', 'hemat']",paket hemat
Pengguna Google,aplikasi bagsaaaat,1,2025-04-09 03:15:21,-1,negative,aplikasi bagsaaaat,aplikasi bagsaaaat,aplikasi bagsaaaat,"['aplikasi', 'bagsaaaat']","['aplikasi', 'bagsaaaat']",aplikasi bagsaaaat
Pengguna Google,mntab perbaiki mapsnya lagi titik sering gak pas lebih 500m an,5,2025-04-09 03:05:43,1,positive,mntab perbaiki mapsnya lagi titik sering gak pas lebih 500m an,mntab perbaiki mapsnya lagi titik sering tidak pas lebih 500m an,mntab perbaiki mapsnya titik pas 500m an,"['mntab', 'perbaiki', 'mapsnya', 'titik', 'pas', '500m', 'an']","['mntab', 'baik', 'mapsnya', 'titik', 'pas', '500m', 'an']",mntab baik mapsnya titik 500m
Pengguna Google,tertibkan driver yang tidak mau antar sampai titik tujuan,5,2025-04-09 02:38:53,1,positive,tertibkan driver yang tidak mau antar sampai titik tujuan,tertibkan driver yang tidak mau antar sampai titik tujuan,tertibkan driver titik tujuan,"['tertibkan', 'driver', 'titik', 'tujuan']","['tertib', 'driver', 'titik', 'tuju']",tertib driver titik tuju
Pengguna Google,menyenangkan,5,2025-04-09 02:17:29,1,positive,menyenangkan,menyenangkan,menyenangkan,['menyenangkan'],['senang'],senang
Pengguna Google,biasa aj,4,2025-04-09 01:49:01,1,positive,biasa aj,biasa saja,,[],[],
Pengguna Google,tepat waktu dan aman sentosa,5,2025-04-09 01:36:12,1,positive,tepat waktu dan aman sentosa,tepat waktu dan aman sentosa,aman sentosa,"['aman', 'sentosa']","['aman', 'sentosa']",aman sentosa
Pengguna Google,puas,5,2025-04-09 01:29:36,1,positive,puas,puas,puas,['puas'],['puas'],puas
Pengguna Google,sangat bagus terimakasih telah mengantar saya,5,2025-04-09 01:28:49,1,positive,sangat bagus terimakasih telah mengantar saya,sangat bagus terimakasih telah mengantar saya,bagus terimakasih mengantar,"['bagus', 'terimakasih', 'mengantar']","['bagus', 'terimakasih', 'antar']",bagus terimakasih antar
Pengguna Google,sangat menolong saat di butuhkan,5,2025-04-09 01:18:59,1,positive,sangat menolong saat di butuhkan,sangat menolong saat di butuhkan,menolong butuhkan,"['menolong', 'butuhkan']","['tolong', 'butuh']",tolong butuh
Pengguna Google,memuaskan,5,2025-04-09 01:17:23,1,positive,memuaskan,memuaskan,memuaskan,['memuaskan'],['muas'],muas
Pengguna Google,Biaya terjangkau penjemputan juga cepet,5,2025-04-09 01:15:58,1,positive,biaya terjangkau penjemputan juga cepet,biaya terjangkau penjemputan juga cepet,biaya terjangkau penjemputan cepet,"['biaya', 'terjangkau', 'penjemputan', 'cepet']","['biaya', 'jangkau', 'jemput', 'cepet']",biaya jangkau jemput cepet
Pengguna Google,bermanfaat untuk alternatif selain transportasi umum..,5,2025-04-09 00:58:00,1,positive,bermanfaat untuk alternatif selain transportasi umum,bermanfaat untuk alternatif selain transportasi umum,bermanfaat alternatif transportasi,"['bermanfaat', 'alternatif', 'transportasi']","['manfaat', 'alternatif', 'transportasi']",manfaat alternatif transportasi
Pengguna Google,susah beroperasional,1,2025-04-09 00:57:16,-1,negative,susah beroperasional,susah beroperasional,susah beroperasional,"['susah', 'beroperasional']","['susah', 'operasional']",susah operasional
Pengguna Google,"mudah,cepat,tepat waktu dan simple untuk memilih perjalanan",5,2025-04-09 00:55:41,1,positive,mudah cepat tepat waktu dan simple untuk memilih perjalanan,mudah cepat tepat waktu dan simple untuk memilih perjalanan,mudah cepat simple memilih perjalanan,"['mudah', 'cepat', 'simple', 'memilih', 'perjalanan']","['mudah', 'cepat', 'simple', 'pilih', 'jalan']",mudah cepat simple pilih jalan
Pengguna Google,mantap👍👍,5,2025-04-09 00:47:44,1,positive,mantap,mantap,mantap,['mantap'],['mantap'],mantap
Pengguna Google,parah skrg kalo mesan gocar d kasih titik pengemudinya yg jauh smua,2,2025-04-09 00:46:08,-1,negative,parah skrg kalo mesan gocar d kasih titik pengemudinya yg jauh smua,parah skrg kalau mesan gocar d kasih titik pengemudinya yang jauh smua,parah skrg mesan gocar d kasih titik pengemudinya smua,"['parah', 'skrg', 'mesan', 'gocar', 'd', 'kasih', 'titik', 'pengemudinya', 'smua']","['parah', 'skrg', 'mesan', 'gocar', 'd', 'kasih', 'titik', 'mud', 'smua']",parah skrg mesan gocar kasih titik smua
Pengguna Google,Good job 👍👍🙏🙏,5,2025-04-09 00:44:28,1,positive,good job,good job,good job,"['good', 'job']","['good', 'job']",good
Pengguna Google,cepat cari driver nya,5,2025-04-09 00:39:10,1,positive,cepat cari driver nya,cepat cari driver nya,cepat cari driver,"['cepat', 'cari', 'driver']","['cepat', 'cari', 'driver']",cepat cari driver
Pengguna Google,sat set,5,2025-04-09 00:37:38,1,positive,sat set,sat set,sat set,"['sat', 'set']","['sat', 'set']",
Pengguna Google,masa segitu banyak.y gojek pada sibuk,1,2025-04-09 00:12:32,-1,negative,masa segitu banyak y gojek pada sibuk,masa segitu banyak y gojek pada sibuk,segitu y gojek sibuk,"['segitu', 'y', 'gojek', 'sibuk']","['segitu', 'y', 'gojek', 'sibuk']",segitu gojek sibuk
Pengguna Google,mantap,5,2025-04-09 00:10:02,1,positive,mantap,mantap,mantap,['mantap'],['mantap'],mantap
Pengguna Google,"baik ,ramah , sopan , tepat waktu",4,2025-04-08 23:54:28,1,positive,baik ramah sopan tepat waktu,baik ramah sopan tepat waktu,ramah sopan,"['ramah', 'sopan']","['ramah', 'sopan']",ramah sopan
Pengguna Google,"sangat tidak bagus. diaplikasi lama, tidak ramah dan sering minta uang tambahan",1,2025-04-08 23:48:45,-1,negative,sangat tidak bagus diaplikasi lama tidak ramah dan sering minta uang tambahan,sangat tidak bagus diaplikasi lama tidak ramah dan sering minta uang tambahan,bagus diaplikasi ramah uang tambahan,"['bagus', 'diaplikasi', 'ramah', 'uang', 'tambahan']","['bagus', 'aplikasi', 'ramah', 'uang', 'tambah']",bagus aplikasi ramah uang tambah
Pengguna Google,bagus..memuaskan,5,2025-04-08 23:46:11,1,positive,bagus memuaskan,bagus memuaskan,bagus memuaskan,"['bagus', 'memuaskan']","['bagus', 'muas']",bagus muas
Pengguna Google,bagus,5,2025-04-08 23:41:23,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,semoga bermanfaat,5,2025-04-08 23:35:36,1,positive,semoga bermanfaat,semoga bermanfaat,semoga bermanfaat,"['semoga', 'bermanfaat']","['moga', 'manfaat']",moga manfaat
Pengguna Google,"Aplikasi tolol dikala dibutuhin cepet susah, ongkos kadang mahal banget jarak deket juga tolol",1,2025-04-08 23:31:08,-1,negative,aplikasi tolol dikala dibutuhin cepet susah ongkos kadang mahal banget jarak deket juga tolol,aplikasi tolol dikala dibutuhin cepet susah ongkos kadang mahal banget jarak deket juga tolol,aplikasi tolol dikala dibutuhin cepet susah ongkos kadang mahal banget jarak deket tolol,"['aplikasi', 'tolol', 'dikala', 'dibutuhin', 'cepet', 'susah', 'ongkos', 'kadang', 'mahal', 'banget', 'jarak', 'deket', 'tolol']","['aplikasi', 'tolol', 'kala', 'dibutuhin', 'cepet', 'susah', 'ongkos', 'kadang', 'mahal', 'banget', 'jarak', 'deket', 'tolol']",aplikasi tolol kala dibutuhin cepet susah ongkos kadang mahal banget jarak deket tolol
Pengguna Google,good job,5,2025-04-08 23:22:14,1,positive,good job,good job,good job,"['good', 'job']","['good', 'job']",good
Pengguna Google,driver banyak membatalkan secara sepihak dan menurut saya tidak proporsional,2,2025-04-08 23:21:58,-1,negative,driver banyak membatalkan secara sepihak dan menurut saya tidak proporsional,driver banyak membatalkan secara sepihak dan menurut saya tidak proporsional,driver membatalkan proporsional,"['driver', 'membatalkan', 'proporsional']","['driver', 'batal', 'proporsional']",driver batal proporsional
Pengguna Google,"Mohon dibenahi lagi sistemnya. Saya menunggu 15 menit atas gocar yang sudah terpesan, namun ketika mobil sampai gocar yang saya pesan tiba tiba berubah pesanan sehingga saya perlu menunggu lagi. Saya 6x mendapat gojek yang tidak responsif dan bergerak dan akhirnya perlu menunggu 50 menit untuk mendapat tumpangan",2,2025-04-08 23:21:06,-1,negative,mohon dibenahi lagi sistemnya saya menunggu 15 menit atas gocar yang sudah terpesan namun ketika mobil sampai gocar yang saya pesan tiba tiba berubah pesanan sehingga saya perlu menunggu lagi saya 6x mendapat gojek yang tidak responsif dan bergerak dan akhirnya perlu menunggu 50 menit untuk mendapat tumpangan,mohon dibenahi lagi sistemnya saya menunggu 15 menit atas gocar yang sudah terpesan namun ketika mobil sampai gocar yang saya pesan tiba tiba berubah pesanan sehingga saya perlu menunggu lagi saya 6x mendapat gojek yang tidak responsif dan bergerak dan akhirnya perlu menunggu 50 menit untuk mendapat tumpangan,mohon dibenahi sistemnya menunggu 15 menit gocar terpesan mobil gocar pesan berubah pesanan menunggu 6x gojek responsif bergerak menunggu 50 menit tumpangan,"['mohon', 'dibenahi', 'sistemnya', 'menunggu', '15', 'menit', 'gocar', 'terpesan', 'mobil', 'gocar', 'pesan', 'berubah', 'pesanan', 'menunggu', '6x', 'gojek', 'responsif', 'bergerak', 'menunggu', '50', 'menit', 'tumpangan']","['mohon', 'benah', 'sistem', 'tunggu', '15', 'menit', 'gocar', 'pes', 'mobil', 'gocar', 'pesan', 'ubah', 'pesan', 'tunggu', '6x', 'gojek', 'responsif', 'gerak', 'tunggu', '50', 'menit', 'tumpang']",mohon benah sistem tunggu menit gocar mobil gocar pesan ubah pesan tunggu gojek responsif gerak tunggu menit tumpang
Pengguna Google,sangat membantu,5,2025-04-08 23:12:26,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,bagus,5,2025-04-08 23:03:11,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,👍,5,2025-04-08 22:46:18,1,positive,,,,[],[],
Pengguna Google,oke,5,2025-04-08 22:12:59,1,positive,oke,oke,oke,['oke'],['oke'],
Pengguna Google,ok,5,2025-04-08 22:02:01,1,positive,ok,ok,ok,['ok'],['ok'],
Pengguna Google,sanagat membantu,5,2025-04-08 20:11:23,1,positive,sanagat membantu,sanagat membantu,sanagat membantu,"['sanagat', 'membantu']","['sanagat', 'bantu']",sanagat bantu
Pengguna Google,Terimakasih,5,2025-04-08 19:21:02,1,positive,terimakasih,terimakasih,terimakasih,['terimakasih'],['terimakasih'],terimakasih
Pengguna Google,aplikasi ini sangat membantu buat smw org,5,2025-04-08 18:49:31,1,positive,aplikasi ini sangat membantu buat smw org,aplikasi ini sangat membantu buat smw orang,aplikasi membantu smw orang,"['aplikasi', 'membantu', 'smw', 'orang']","['aplikasi', 'bantu', 'smw', 'orang']",aplikasi bantu orang
Pengguna Google,good,5,2025-04-08 18:32:01,1,positive,good,good,good,['good'],['good'],good
Pengguna Google,"saat saya butuh banget tp dapat driver lokasinya agak jauh, sementara disekolah ada beberapa driver. bahkan terkadang susah dapatkan.tp sekitar tu ada driver nya. kan kadang muncul tuh di map nya. bisa gak di perbaiki lagi... tp btw terimakasih bgt udah ada di Indonesia. walau kadang susah dapat di saat saat tertentu.",5,2025-04-08 18:31:22,1,positive,saat saya butuh banget tp dapat driver lokasinya agak jauh sementara disekolah ada beberapa driver bahkan terkadang susah dapatkan tp sekitar tu ada driver nya kan kadang muncul tuh di map nya bisa gak di perbaiki lagi tp btw terimakasih bgt udah ada di indonesia walau kadang susah dapat di saat saat tertentu,saat saya butuh banget tetapi dapat driver lokasinya agak jauh sementara disekolah ada beberapa driver bahkan terkadang susah dapatkan tetapi sekitar tu ada driver nya kan kadang muncul tuh di map nya bisa tidak di perbaiki lagi tetapi btw terimakasih banget sudah ada di indonesia walau kadang susah dapat di saat saat tertentu,butuh banget driver lokasinya disekolah driver terkadang susah dapatkan tu driver kadang muncul tuh map perbaiki btw terimakasih banget indonesia kadang susah,"['butuh', 'banget', 'driver', 'lokasinya', 'disekolah', 'driver', 'terkadang', 'susah', 'dapatkan', 'tu', 'driver', 'kadang', 'muncul', 'tuh', 'map', 'perbaiki', 'btw', 'terimakasih', 'banget', 'indonesia', 'kadang', 'susah']","['butuh', 'banget', 'driver', 'lokasi', 'seko', 'driver', 'terkadang', 'susah', 'dapat', 'tu', 'driver', 'kadang', 'muncul', 'tuh', 'map', 'baik', 'btw', 'terimakasih', 'banget', 'indonesia', 'kadang', 'susah']",butuh banget driver lokasi seko driver terkadang susah dapat driver kadang muncul baik terimakasih banget indonesia kadang susah
Pengguna Google,Kenapa aplikasi Gojek tidak bisa digunakan dihp Android padahal hp sudah diupgrade,2,2025-04-08 18:24:45,-1,negative,kenapa aplikasi gojek tidak bisa digunakan dihp android padahal hp sudah diupgrade,kenapa aplikasi gojek tidak bisa digunakan dihp android padahal hp sudah diupgrade,aplikasi gojek dihp android hp diupgrade,"['aplikasi', 'gojek', 'dihp', 'android', 'hp', 'diupgrade']","['aplikasi', 'gojek', 'dihp', 'android', 'hp', 'diupgrade']",aplikasi gojek dihp android diupgrade
Pengguna Google,mantap betul gais,5,2025-04-08 18:08:12,1,positive,mantap betul gais,mantap betul gais,mantap gais,"['mantap', 'gais']","['mantap', 'gais']",mantap gais
Pengguna Google,"Terimakasih sudah membuat saya menunggu gofood 50menit dan dibatalkan tanpa notif, terimakasih untuk membuat saya menggunakan jasa kompotitor sebelah. TERIMAKASIH!",5,2025-04-08 17:48:28,1,positive,terimakasih sudah membuat saya menunggu gofood 50menit dan dibatalkan tanpa notif terimakasih untuk membuat saya menggunakan jasa kompotitor sebelah terimakasih,terimakasih sudah membuat saya menunggu gofood 50menit dan dibatalkan tanpa notif terimakasih untuk membuat saya menggunakan jasa kompotitor sebelah terimakasih,terimakasih menunggu gofood 50menit dibatalkan notif terimakasih jasa kompotitor sebelah terimakasih,"['terimakasih', 'menunggu', 'gofood', '50menit', 'dibatalkan', 'notif', 'terimakasih', 'jasa', 'kompotitor', 'sebelah', 'terimakasih']","['terimakasih', 'tunggu', 'gofood', '50menit', 'batal', 'notif', 'terimakasih', 'jasa', 'kompotitor', 'belah', 'terimakasih']",terimakasih tunggu gofood 50menit batal notif terimakasih jasa kompotitor belah terimakasih
Pengguna Google,tidak memuaskan,1,2025-04-08 17:41:14,-1,negative,tidak memuaskan,tidak memuaskan,memuaskan,['memuaskan'],['muas'],muas
Pengguna Google,berat bet nih apk mana kdang eror lagi uninstall ajadah,1,2025-04-08 17:28:14,-1,negative,berat bet nih apk mana kdang eror lagi uninstall ajadah,berat bet nih apk mana kdang eror lagi uninstall ajadah,berat bet apk kdang eror uninstall ajadah,"['berat', 'bet', 'apk', 'kdang', 'eror', 'uninstall', 'ajadah']","['berat', 'bet', 'apk', 'kdang', 'eror', 'uninstall', 'ajadah']",berat kdang eror uninstall ajadah
Pengguna Google,"pelayanan buruk, driver tidak ada komitmen, cancel seenaknya. seharusnya ada ketegasan bagi para driver, krn ini terkait kualitas layanan. Aplikasi tidak berguna kalau hujan, jalan macet",1,2025-04-08 17:23:26,-1,negative,pelayanan buruk driver tidak ada komitmen cancel seenaknya seharusnya ada ketegasan bagi para driver krn ini terkait kualitas layanan aplikasi tidak berguna kalau hujan jalan macet,pelayanan buruk driver tidak ada komitmen cancel seenaknya seharusnya ada ketegasan bagi para driver karena ini terkait kualitas layanan aplikasi tidak berguna kalau hujan jalan macet,pelayanan buruk driver komitmen cancel ketegasan driver terkait kualitas layanan aplikasi berguna hujan jalan macet,"['pelayanan', 'buruk', 'driver', 'komitmen', 'cancel', 'ketegasan', 'driver', 'terkait', 'kualitas', 'layanan', 'aplikasi', 'berguna', 'hujan', 'jalan', 'macet']","['layan', 'buruk', 'driver', 'komitmen', 'cancel', 'tegas', 'driver', 'kait', 'kualitas', 'layan', 'aplikasi', 'guna', 'hujan', 'jalan', 'macet']",layan buruk driver komitmen cancel tegas driver kait kualitas layan aplikasi guna hujan jalan macet
Pengguna Google,"jelek, dftr aja gagal mulu. terjadi kesalahan teknis udh cba brp kli jdi bete",1,2025-04-08 17:16:59,-1,negative,jelek dftr aja gagal mulu terjadi kesalahan teknis udh cba brp kli jdi bete,jelek dftr saja gagal mulu terjadi kesalahan teknis sudah cba brp kli jadi bete,jelek dftr gagal mulu kesalahan teknis cba brp kli bete,"['jelek', 'dftr', 'gagal', 'mulu', 'kesalahan', 'teknis', 'cba', 'brp', 'kli', 'bete']","['jelek', 'dftr', 'gagal', 'mulu', 'salah', 'teknis', 'cba', 'brp', 'kli', 'bete']",jelek dftr gagal mulu salah teknis bete
Pengguna Google,"Pesan gofood telat Mulu,5kali pesan di resto berbeda pake pengiriman express telat trus gimana si",2,2025-04-08 16:57:48,-1,negative,pesan gofood telat mulu 5kali pesan di resto berbeda pake pengiriman express telat trus gimana si,pesan gofood telat mulu 5kali pesan di resto berbeda pake pengiriman express telat terus gimana si,pesan gofood telat mulu 5kali pesan resto berbeda pake pengiriman express telat gimana si,"['pesan', 'gofood', 'telat', 'mulu', '5kali', 'pesan', 'resto', 'berbeda', 'pake', 'pengiriman', 'express', 'telat', 'gimana', 'si']","['pesan', 'gofood', 'telat', 'mulu', '5kali', 'pesan', 'resto', 'beda', 'pake', 'kirim', 'express', 'telat', 'gimana', 'si']",pesan gofood telat mulu 5kali pesan resto beda pake kirim express telat gimana
